"","Year","Land_Ocean_Temp","CO2_Concentration","N2O_Concentration","CH4_Concentration","Year1","Entity","Population","GDP_PerCap","GDP_Rank","CO2_Share","CO2_Share_Rank","Year2","Entity1","CO2_Emissions","CO2_PerCap","CO2_PerCapRank","N2O_Emissions","N2O_PerCap","N2O_PerCapRank","Year3","Entity2","CH4_Emissions","CH4_PerCap","CH4_PerCapRank"
"1933","1997",14.41,363.73,313.53,1753.94,"1997","Finland",515.2,24691.87,"Very High",0.2623,"Less Than 0.5%","1997","Finland",6271.82711,12.1735774650621,"Very High",721.3824,1.40019875776397,"Very High","1997","Finland",1015.31,1.97071040372671,"Very High"
"1934","1998",14.55,366.7,314.2,1762.43,"1998","Finland",516.4,26009.27,"Very High",0.2476,"Less Than 0.5%","1998","Finland",5937.506498,11.4978824515879,"Very High",682.6138,1.3218702556158,"Very High","1998","Finland",1037.38,2.00886909372579,"Very High"
"1935","1999",14.34,368.38,315.15,1772.33,"1999","Finland",517.6,26177.35,"Very High",0.2461,"Less Than 0.5%","1999","Finland",5889.826166,11.3791077395672,"Very High",671.9126,1.29813098918083,"Very High","1999","Finland",1030.05,1.99005023183926,"Very High"
"1936","2000",14.33,369.55,316.14,1774.07,"2000","Finland",518.8,24285.47,"Very High",0.2323,"Less Than 0.5%","2000","Finland",5704.153195,10.9948982170393,"Very High",695.9779,1.34151484194295,"Very High","2000","Finland",1034.27,1.99358134155744,"Very High"
"1937","2001",14.47,371.14,316.89,1772.95,"2001","Finland",520,24946.19,"Very High",0.2488,"Less Than 0.5%","2001","Finland",6253.927413,12.0267834865385,"Very High",683.6647,1.31473980769231,"Very High","2001","Finland",1026.34,1.97373076923077,"Very High"
"1938","2002",14.52,373.28,317.47,1773.14,"2002","Finland",521.3,26869.67,"Very High",0.2552,"Less Than 0.5%","2002","Finland",6506.18198,12.4806867063111,"Very High",700.4419,1.34364454248993,"Very High","2002","Finland",991.266,1.90152695185114,"Very High"
"1939","2003",14.54,375.8,318.21,1777.41,"2003","Finland",522.7,32855.13,"Very High",0.2704,"Less Than 0.5%","2003","Finland",7265.836977,13.9005872909891,"Very High",744.8773,1.42505701167017,"Very High","2003","Finland",1002.89,1.91867227855366,"Very High"
"1940","2004",14.48,377.52,318.93,1775.44,"2004","Finland",524.2,37702.85,"Very High",0.2447,"Less Than 0.5%","2004","Finland",6896.159552,13.1555886150324,"Very High",719.2558,1.37210186951545,"Very High","2004","Finland",1008.21,1.9233307897749,"Very High"
"1941","2005",14.57,379.8,319.6,1774.55,"2005","Finland",525.9,39040.29,"Very High",0.195,"Less Than 0.5%","2005","Finland",5704.501554,10.8471221791215,"Very High",695.0634,1.32166457501426,"Very High","2005","Finland",975.99,1.85584711922419,"Very High"
"1942","2006",14.54,381.9,320.37,1776.4,"2006","Finland",527.7,41188.09,"Very High",0.2258,"Less Than 0.5%","2006","Finland",6837.98182,12.9580856926284,"Very High",717.123,1.35895963615691,"Very High","2006","Finland",980.292,1.85766913018761,"Very High"
"1943","2007",14.52,383.79,321.14,1781.75,"2007","Finland",529.8,48414.85,"Very High",0.2162,"Less Than 0.5%","2007","Finland",6675.566284,12.6001628614572,"Very High",728.1869,1.37445620989052,"Very High","2007","Finland",966.894,1.82501698754247,"Very High"
"1944","2008",14.44,385.6,322.11,1789.94,"2008","Finland",531.9,53554.04,"Very High",0.1839,"Less Than 0.5%","2008","Finland",5860.881558,11.0187658544839,"Very High",695.8384,1.30821282195901,"Very High","2008","Finland",951.614,1.7890844143636,"Very High"
"1945","2009",14.55,387.43,322.88,1793.63,"2009","Finland",534.2,47293.99,"Very High",0.1771,"Less Than 0.5%","2009","Finland",5581.822693,10.4489380250842,"Very High",602.1192,1.12714189442156,"Very High","2009","Finland",850.766,1.59259827779858,"Very High"
"1946","2010",14.62,389.9,323.7,1796.84,"2010","Finland",536.6,46459.97,"Very High",0.1935,"Less Than 0.5%","2010","Finland",6399.175314,11.9254105739843,"Very High",581.8607,1.08434718598584,"Very High","2010","Finland",889.555,1.65776183376817,"Very High"
"1947","2011",14.48,391.65,324.61,1803.42,"2011","Finland",539,51082,"Very High",0.1646,"Less Than 0.5%","2011","Finland",5654.414187,10.4905643543599,"Very High",568.295694444629,1.05435193774514,"Very High","2011","Finland",854.818961311397,1.58593499315658,"Very High"
"1948","2012",14.54,393.85,325.58,1810.33,"2012","Finland",541.5,47710.79,"Very High",0.1464,"Less Than 0.5%","2012","Finland",5111.189038,9.43894559187442,"Very High",554.730688889257,1.02443340515098,"Very High","2012","Finland",855.156322622795,1.57923605285835,"Very High"
"1949","2013",14.57,396.52,326.53,1815.44,"2013","Finland",543.9,49878.04,"Very High",0.1474,"Less Than 0.5%","2013","Finland",5190.156929,9.54248378194521,"Very High",NA,NA,NA,"2013","Finland",NA,NA,NA
"1950","2014",14.64,398.65,327.61,1824.4,"2014","Finland",546.1,50260.3,"Very High",0.1346,"Less Than 0.5%","2014","Finland",4779.965347,8.75291219007508,"Very High",NA,NA,NA,"2014","Finland",NA,NA,NA
"1951","2015",14.83,400.83,328.51,1834.63,"2015","Finland",548.1,42811.21,"Very High",0.125,"Less Than 0.5%","2015","Finland",4434.608046,8.0908740120416,"Very High",NA,NA,NA,"2015","Finland",NA,NA,NA
"1952","2016",14.89,404.24,329.29,1842.4,"2016","Finland",549.8,43777.44,"Very High",0.1343,"Less Than 0.5%","2016","Finland",4792.637865,8.71705686613314,"Very High",NA,NA,NA,"2016","Finland",NA,NA,NA
"1953","2017",14.81,406.55,NA,1849.63,"2017","Finland",551.1,46191.93,"Very High",0.1271,"Less Than 0.5%","2017","Finland",4595.604416,8.33896645980766,"Very High",NA,NA,NA,"2017","Finland",NA,NA,NA
"1954","1955",13.77,314.71,290.1,1207.03,"1955","France",4341.1,NA,NA,3.2932,"1% to 5%","1955","France",23902.4704,5.50608610720785,"Very High",NA,NA,NA,"1955","France",NA,NA,NA
"1955","1956",13.72,315.34,NA,NA,"1956","France",4380.9,NA,NA,3.4763,"1% to 5%","1956","France",26854.5552,6.12991741422995,"Very High",NA,NA,NA,"1956","France",NA,NA,NA
"1956","1957",13.97,315.34,NA,NA,"1957","France",4422.1,NA,NA,3.4847,"1% to 5%","1957","France",27754.8,6.27638452319034,"Very High",NA,NA,NA,"1957","France",NA,NA,NA
"1957","1958",14.03,315.34,NA,NA,"1958","France",4465.9,NA,NA,3.2403,"1% to 5%","1958","France",26620.792,5.96090194585638,"Very High",NA,NA,NA,"1958","France",NA,NA,NA
"1958","1959",13.98,315.97,NA,NA,"1959","France",4513.8,NA,NA,2.9178,"1% to 5%","1959","France",26228.94849,5.81083532500332,"Very High",NA,NA,NA,"1959","France",NA,NA,NA
"1959","1960",13.95,316.91,291.4,1262.97,"1960","France",4567.3,1334.69,"Very High",2.8836,"1% to 5%","1960","France",27136.08357,5.94138409344689,"Very High",NA,NA,NA,"1960","France",NA,NA,NA
"1960","1961",14,317.64,NA,NA,"1961","France",4626.7,1428.05,"Very High",2.9768,"1% to 5%","1961","France",28137.33383,6.08151248838265,"Very High",NA,NA,NA,"1961","France",NA,NA,NA
"1961","1962",14.01,318.45,NA,NA,"1962","France",4690.7,1578.28,"Very High",3.0378,"1% to 5%","1962","France",29886.65403,6.37146993625685,"Very High",NA,NA,NA,"1962","France",NA,NA,NA
"1962","1963",14.02,318.99,NA,NA,"1963","France",4756.1,1744.64,"Very High",3.2202,"1% to 5%","1963","France",33422.64166,7.02732105296356,"Very High",NA,NA,NA,"1963","France",NA,NA,NA
"1963","1964",13.76,319.62,NA,NA,"1964","France",4818.4,1909.54,"Very High",3.15,"1% to 5%","1964","France",34553.80821,7.17122036568156,"Very High",NA,NA,NA,"1964","France",NA,NA,NA
"1964","1965",13.83,320.04,292.9,1328.47,"1965","France",4874.7,2038.16,"Very High",3.0709,"1% to 5%","1965","France",35211.16042,7.22324664492174,"Very High",NA,NA,NA,"1965","France",NA,NA,NA
"1965","1966",13.89,321.38,NA,NA,"1966","France",4923.3,2186.47,"Very High",2.8858,"1% to 5%","1966","France",34760.47743,7.0604020535007,"Very High",NA,NA,NA,"1966","France",NA,NA,NA
"1966","1967",13.9,322.16,NA,NA,"1967","France",4965.1,2343.1,"Very High",2.9963,"1% to 5%","1967","France",37247.53021,7.50186908823589,"Very High",NA,NA,NA,"1967","France",NA,NA,NA
"1967","1968",13.87,323.04,NA,NA,"1968","France",5002.5,2536.09,"Very High",2.9479,"1% to 5%","1968","France",38510.1039,7.69817169415292,"Very High",NA,NA,NA,"1968","France",NA,NA,NA
"1968","1969",14.01,324.62,NA,NA,"1969","France",5038.7,2752.09,"Very High",2.9882,"1% to 5%","1969","France",41375.94682,8.21163133744815,"Very High",NA,NA,NA,"1969","France",NA,NA,NA
"1969","1970",13.96,325.68,294.9,1403.19,"1970","France",5076.4,2857.25,"Very High",2.9613,"1% to 5%","1970","France",43962.50588,8.66017372153494,"Very High",6473.637,1.2752417067213,"Very High","1970","France",8288.23,1.63269836892286,"High"
"1970","1971",13.83,326.32,NA,NA,"1971","France",5116.3,3169.03,"Very High",3.0055,"1% to 5%","1971","France",46314.27301,9.05229814709849,"Very High",6737.013,1.31677442683189,"Very High","1971","France",8163.1,1.59550847291988,"High"
"1971","1972",13.94,327.45,NA,NA,"1972","France",5157.3,3854.56,"Very High",3.0056,"1% to 5%","1972","France",48161.13249,9.33843920074458,"Very High",6998.839,1.35707424427511,"Very High","1972","France",8104.02,1.57136873945669,"High"
"1972","1973",14.09,329.68,NA,NA,"1973","France",5198,4969.76,"Very High",3.0638,"1% to 5%","1973","France",51757.83054,9.9572586648711,"Very High",7452.617,1.43374701808388,"Very High","1973","France",8080.02,1.55444786456329,"High"
"1973","1974",13.84,330.18,NA,NA,"1974","France",5235.7,5328.24,"Very High",2.9546,"1% to 5%","1974","France",50001.89092,9.5501825773058,"Very High",7537.65,1.43966422827893,"Very High","1974","France",8109.1,1.54880913726913,"High"
"1974","1975",13.91,331.11,297.4,1483.57,"1975","France",5268.9,6690.58,"Very High",2.6614,"1% to 5%","1975","France",44780.59628,8.49904083964395,"Very High",7279.296,1.38155895917554,"Very High","1975","France",8285.04,1.57244206570631,"High"
"1975","1976",13.83,332.04,NA,NA,"1976","France",5296.9,6866.82,"Very High",2.8464,"1% to 5%","1976","France",50668.35982,9.56566290094206,"Very High",7183.475,1.35616587060356,"Very High","1976","France",8528.84,1.6101568842153,"High"
"1976","1977",14.11,333.83,NA,NA,"1977","France",5320.9,7532.53,"Very High",2.6259,"1% to 5%","1977","France",48198.67603,9.05836907853934,"Very High",7314.574,1.37468736491947,"Very High","1977","France",8846.46,1.66258715630814,"High"
"1977","1978",14.02,335.4,298.82,1532.77,"1978","France",5342.3,9264.78,"Very High",2.7305,"1% to 5%","1978","France",50682.82726,9.48707995807049,"Very High",7457.515,1.39593714317803,"Very High","1978","France",8907.08,1.66727439492353,"High"
"1978","1979",14.13,336.84,300.04,1549.53,"1979","France",5363.7,11179.63,"Very High",2.7068,"1% to 5%","1979","France",53038.20881,9.88836228909149,"Very High",7514.431,1.40097898838488,"Very High","1979","France",9003.1,1.67852415310327,"High"
"1979","1980",14.18,338.75,300.65,1566.28,"1980","France",5386.8,12713.36,"Very High",2.6109,"1% to 5%","1980","France",50619.8145,9.39701019157942,"Very High",7402.49,1.37419061409371,"Very High","1980","France",8825.42,1.63834187272592,"High"
"1980","1981",14.22,340.11,301.23,1583.48,"1981","France",5412.1,11104.98,"Very High",2.4251,"1% to 5%","1981","France",45561.22211,8.41839990207128,"Very High",7287.759,1.3465676909148,"Very High","1981","France",8572.46,1.58394338611629,"High"
"1981","1982",14.09,341.45,303.56,1600.69,"1982","France",5439.1,10496.93,"Very High",2.3519,"1% to 5%","1982","France",43801.06943,8.05299947233918,"Very High",7344.52,1.35031898659705,"Very High","1982","France",8276.27,1.5216249011785,"High"
"1982","1983",14.26,343.05,303.78,1617.89,"1983","France",5467.5,9993.42,"Very High",2.2855,"1% to 5%","1983","France",42395.21271,7.75403981893004,"Very High",7568.557,1.38428111568358,"Very High","1983","France",8299.97,1.51805578417924,"High"
"1983","1984",14.07,344.65,304.02,1635.09,"1984","France",5496.5,9419.7,"Very High",2.1195,"1% to 5%","1984","France",40730.09693,7.41018774310925,"Very High",7784.441,1.41625416173929,"Very High","1984","France",8312.77,1.51237514782134,"High"
"1984","1985",14.06,346.12,304.54,1652.29,"1985","France",5525.5,9763.33,"Very High",2.0334,"1% to 5%","1985","France",40245.92789,7.2836716840105,"High",7768.29,1.40589810876844,"Very High","1985","France",8181.92,1.4807564926251,"High"
"1985","1986",14.14,347.42,305.37,1669.49,"1986","France",5554.5,13540.25,"Very High",1.8995,"1% to 5%","1986","France",38742.11195,6.97490538302277,"High",7773.529,1.39950112521379,"Very High","1986","France",8068.56,1.45261679719147,"High"
"1986","1987",14.28,349.19,305.55,1680.66,"1987","France",5583.8,16302.44,"Very High",1.8156,"1% to 5%","1987","France",37969.26527,6.79989707188653,"High",7594.721,1.36013485440023,"Very High","1987","France",7860.08,1.40765786740213,"High"
"1987","1988",14.29,351.57,306.49,1698.83,"1988","France",5612.6,17680,"Very High",1.728,"1% to 5%","1988","France",37465.84197,6.67530947689128,"High",7525.839,1.34088283504971,"Very High","1988","France",7569.99,1.34874924277518,"High"
"1988","1989",14.19,353.12,307.48,1710.52,"1989","France",5640.4,17694.31,"Very High",1.7737,"1% to 5%","1989","France",39294.11218,6.9665470853131,"High",7468.241,1.32406230054606,"Very High","1989","France",7551.91,1.33889617757606,"High"
"1989","1990",14.35,354.39,308.78,1709.33,"1990","France",5666.7,21793.84,"Very High",1.8173,"1% to 5%","1990","France",40310.17218,7.11351795224734,"High",7386.928,1.30356786136552,"Very High","1990","France",7574.95,1.3367480191293,"High"
"1990","1991",14.29,355.61,309.57,1729.07,"1991","France",5691.4,21675.06,"Very High",1.9111,"1% to 5%","1991","France",42864.94538,7.53152921601012,"High",7556.095,1.32763379836244,"Very High","1991","France",7674.38,1.34841690972344,"High"
"1991","1992",14.14,356.45,310,1731.05,"1992","France",5714.7,23813.71,"Very High",1.8853,"1% to 5%","1992","France",41844.51657,7.32225953593364,"High",6852.519,1.19910388996798,"Very High","1992","France",7558.21,1.32259086216249,"High"
"1992","1993",14.18,357.1,310.25,1735.65,"1993","France",5737,22380.1,"Very High",1.7995,"1% to 5%","1993","France",39864.48058,6.94866316541746,"High",6476.551,1.12890901167858,"Very High","1993","France",7442.53,1.29728603799895,"High"
"1993","1994",14.24,358.83,310.98,1741.66,"1994","France",5758.7,23496.52,"Very High",1.7458,"1% to 5%","1994","France",39339.49153,6.83131462482852,"High",6977.573,1.21165766579263,"Very High","1994","France",7375.46,1.28075086391026,"High"
"1994","1995",14.37,360.82,311.78,1747.1,"1995","France",5780.2,26890.22,"Very High",1.741,"1% to 5%","1995","France",40056.38523,6.92993066502889,"High",6960.616,1.20421715511574,"Very High","1995","France",7422.5,1.28412511677797,"High"
"1995","1996",14.22,362.61,312.81,1749.86,"1996","France",5801.2,26871.83,"Very High",1.7693,"1% to 5%","1996","France",41618.95527,7.17419762635317,"High",7106.13,1.22494139143625,"Very High","1996","France",8909.41,1.53578742329173,"High"
"1996","1997",14.41,363.73,313.53,1753.94,"1997","France",5822.1,24228.94,"Very High",1.7121,"1% to 5%","1997","France",40944.98784,7.03268371206266,"High",7236.454,1.24292849659058,"Very High","1997","France",8724.41,1.49849882344858,"High"
"1997","1998",14.55,366.7,314.2,1762.43,"1998","France",5844.4,24974.27,"Very High",1.7919,"1% to 5%","1998","France",42978.89661,7.35385952535761,"High",6424.967,1.0993373143522,"Very High","1998","France",8624.25,1.47564335090001,"High"
"1998","1999",14.34,368.38,315.15,1772.33,"1999","France",5870.4,24673.2,"Very High",1.7788,"1% to 5%","1999","France",42567.46501,7.25120349720632,"High",5636.482,0.96015297083674,"Very High","1999","France",8624.01,1.46906684382666,"High"
"1999","2000",14.33,369.55,316.14,1774.07,"2000","France",5901.5,22364.03,"Very High",1.7128,"1% to 5%","2000","France",42065.27094,7.12789476234856,"High",5270,0.89299330678641,"Very High","2000","France",8564.67,1.4512700160976,"High"
"2000","2001",14.47,371.14,316.89,1772.95,"2001","France",5938.4,22433.56,"Very High",1.6942,"1% to 5%","2001","France",42588.24606,7.17167015694463,"High",5091.502,0.857386164623468,"Very High","2001","France",8531.81,1.4367186447528,"High"
"2001","2002",14.52,373.28,317.47,1773.14,"2002","France",5980.3,24177.34,"Very High",1.651,"1% to 5%","2002","France",42091.94982,7.03843449659716,"High",5027.549,0.84068508268816,"Very High","2002","France",8393.48,1.40352156246342,"High"
"2002","2003",14.54,375.8,318.21,1777.41,"2003","France",6025.2,29568.39,"Very High",1.5931,"1% to 5%","2003","France",42800.27599,7.10354444499768,"High",4951.692,0.821830312686716,"Very High","2003","France",8334.17,1.38321881431322,"High"
"2003","2004",14.48,377.52,318.93,1775.44,"2004","France",6069.8,33741.27,"Very High",1.5217,"1% to 5%","2004","France",42892.77471,7.06658781343702,"High",4842.076,0.797732379979571,"Very High","2004","France",8296.37,1.36682757257241,"High"
"2004","2005",14.57,379.8,319.6,1774.55,"2005","France",6112,34760.19,"Very High",1.4789,"1% to 5%","2005","France",43263.92713,7.07852210896597,"High",4766.188,0.779808246073298,"Very High","2005","France",8291.16,1.35653795811518,"High"
"2005","2006",14.54,381.9,320.37,1776.4,"2006","France",6150.9,36443.62,"Very High",1.3937,"1% to 5%","2006","France",42210.12552,6.86243078573867,"High",4619.496,0.751027654489587,"Very High","2006","France",8323.16,1.35316132598482,"High"
"2006","2007",14.52,383.79,321.14,1781.75,"2007","France",6186.9,41508.43,"Very High",1.3371,"1% to 5%","2007","France",41289.83566,6.67375190483118,"High",4547.669,0.735048085470914,"Very High","2007","France",8307.79,1.34280334254635,"High"
"2007","2008",14.44,385.6,322.11,1789.94,"2008","France",6220.9,45334.11,"Very High",1.2762,"1% to 5%","2008","France",40679.0823,6.5390992139401,"High",4522.156,0.726929543956662,"Very High","2008","France",8289.26,1.33248565320131,"High"
"2008","2009",14.55,387.43,322.88,1793.63,"2009","France",6254.3,41575.42,"Very High",1.2275,"1% to 5%","2009","France",38694.20894,6.18681690037254,"High",4291.764,0.686210127432327,"Very High","2009","France",8363.88,1.33730073709288,"High"
"2009","2010",14.62,389.9,323.7,1796.84,"2010","France",6288,40638.33,"Very High",1.2033,"1% to 5%","2010","France",39790.04686,6.32793366094148,"High",3867.467,0.615055184478371,"Very High","2010","France",8375.69,1.33201176844784,"High"
"2010","2011",14.48,391.65,324.61,1803.42,"2011","France",6322.2,43790.73,"Very High",1.085,"1% to 5%","2011","France",37279.26157,5.89656473537693,"High",3777.01768157222,0.597421416844171,"Very High","2011","France",8244.71867492986,1.30409013870644,"High"
"2011","2012",14.54,393.85,325.58,1810.33,"2012","France",6356.4,40874.7,"Very High",1.0714,"1% to 5%","2012","France",37411.26217,5.88560540085583,"High",3686.56836314443,0.579977402797878,"Very High","2012","France",8117.85034985973,1.27711445942038,"High"
"2012","2013",14.57,396.52,326.53,1815.44,"2013","France",6389.4,42592.93,"Very High",1.063,"1% to 5%","2013","France",37425.86019,5.85749212602122,"High",NA,NA,NA,"2013","France",NA,NA,NA
"2013","2014",14.64,398.65,327.61,1824.4,"2014","France",6419.4,43008.65,"Very High",0.9677,"0.5% to 1%","2014","France",34357.26325,5.35209883322429,"High",NA,NA,NA,"2014","France",NA,NA,NA
"2014","2015",14.83,400.83,328.51,1834.63,"2015","France",6445.3,36613.38,"Very High",0.9818,"0.5% to 1%","2015","France",34816.36707,5.40182257924379,"High",NA,NA,NA,"2015","France",NA,NA,NA
"2015","2016",14.89,404.24,329.29,1842.4,"2016","France",6466.8,36962.22,"Very High",0.9814,"0.5% to 1%","2016","France",35010.46871,5.41387838034267,"High",NA,NA,NA,"2016","France",NA,NA,NA
"2016","2017",14.81,406.55,NA,1849.63,"2017","France",6484.3,38679.13,"Very High",0.9855,"0.5% to 1%","2017","France",35630.06512,5.49482058510556,"High",NA,NA,NA,"2017","France",NA,NA,NA
"2017","1955",13.77,314.71,290.1,1207.03,"1955","Germany",7153.7,NA,NA,9.9692,"5% to 10%","1955","Germany",72358.504,10.1148362385898,"Very High",NA,NA,NA,"1955","Germany",NA,NA,NA
"2018","1956",13.72,315.34,NA,NA,"1956","Germany",7185.1,NA,NA,9.9194,"5% to 10%","1956","Germany",76628.1632,10.6648708020765,"Very High",NA,NA,NA,"1956","Germany",NA,NA,NA
"2019","1957",13.97,315.34,NA,NA,"1957","Germany",7218.3,NA,NA,9.768,"5% to 10%","1957","Germany",77799.9104,10.7781486499591,"Very High",NA,NA,NA,"1957","Germany",NA,NA,NA
"2020","1958",14.03,315.34,NA,NA,"1958","Germany",7254.8,NA,NA,9.2079,"5% to 10%","1958","Germany",75647.3104,10.4272082483321,"Very High",NA,NA,NA,"1958","Germany",NA,NA,NA
"2021","1959",13.98,315.97,NA,NA,"1959","Germany",7295.5,NA,NA,8.4091,"5% to 10%","1959","Germany",75590.5184,10.3612526077719,"Very High",NA,NA,NA,"1959","Germany",NA,NA,NA
"2022","1960",13.95,316.91,291.4,1262.97,"1960","Germany",7341.4,NA,NA,8.6506,"5% to 10%","1960","Germany",81406.752,11.0887231318277,"Very High",NA,NA,NA,"1960","Germany",NA,NA,NA
"2023","1961",14,317.64,NA,NA,"1961","Germany",7392.8,NA,NA,8.8337,"5% to 10%","1961","Germany",83497.064,11.2943761497673,"Very High",NA,NA,NA,"1961","Germany",NA,NA,NA
"2024","1962",14.01,318.45,NA,NA,"1962","Germany",7448.9,NA,NA,8.9783,"5% to 10%","1962","Germany",88330.6128,11.858208970452,"Very High",NA,NA,NA,"1962","Germany",NA,NA,NA
